"OTUID"	"CR1.T0_S24_L001"	"CR2.T0.KDH_S64_L001"	"CR2.T0_S23_L001"	"CR3.T0_S22_L001"	"CR4.T0_S21_L001"	"Taxon"	"Confidence"
"OTU_4780"	5	6	0	1	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.998000610814185
"OTU_4781"	1	5	0	10	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria"	0.993771830103464
"OTU_4783"	7	21	0	3	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.999942589182129
"OTU_4789"	2	13	0	33	12	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999667045887
"OTU_479"	3	7	0	6	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__uncultured gamma proteobacterium HF0070_25G02;D_5__uncultured gamma proteobacterium HF0070_25G02;D_6__uncultured gamma proteobacterium HF0070_25G02"	0.9999521430167
"OTU_4790"	1	10	0	3	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.884304212156859
"OTU_4791"	3	3	0	6	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.958899390910862
"OTU_4792"	9	13	0	1	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.99813586428817
"OTU_4793"	14	10	0	16	3	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.98670951094798
"OTU_4794"	1	14	0	4	17	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998782598534416
"OTU_4795"	2	3	0	7	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.993975903102527
"OTU_4798"	3	12	0	0	2	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__unidentified eukaryote clone OM20;D_5__unidentified eukaryote clone OM20;D_6__unidentified eukaryote clone OM20"	0.963861813708121
"OTU_4799"	9	39	0	0	8	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__uncultured;D_6__uncultured bacterium"	0.917075002902284
"OTU_48"	263	355	0	336	466	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999729932830937
"OTU_4800"	4	28	0	14	24	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio"	0.999678461001087
"OTU_4803"	2	7	0	0	13	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__SM2D12;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium"	0.930162614735132
"OTU_4809"	1	8	0	1	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.990830347453495
"OTU_4810"	9	7	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade III;D_5__alpha proteobacterium HIMB114;D_6__alpha proteobacterium HIMB114"	0.893924245068077
"OTU_4811"	2	6	0	16	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Silicimonas"	0.868235832457772
"OTU_4812"	0	0	0	1	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999630527279074
"OTU_4815"	4	13	1	9	12	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus;D_6__uncultured Verrucomicrobiae bacterium"	0.863044218644519
"OTU_4816"	8	3	0	8	12	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group"	0.999992142004208
"OTU_4817"	0	3	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__SAR86 cluster bacterium SAR86B;D_5__SAR86 cluster bacterium SAR86B;D_6__SAR86 cluster bacterium SAR86B"	0.980982961298532
"OTU_4819"	3	7	0	7	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.98060071453022
"OTU_482"	25	42	0	71	81	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999609838073344
"OTU_4822"	1	12	0	0	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Marinobacterium"	0.999786612414902
"OTU_4825"	4	7	0	6	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__NB1-j"	0.999477682998297
"OTU_4827"	4	36	2	5	5	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured Cryptomonadaceae;D_5__uncultured Cryptomonadaceae;D_6__uncultured Cryptomonadaceae"	0.991999348972333
"OTU_4828"	4	11	0	8	23	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade"	0.95022519758014
"OTU_4829"	2	4	0	1	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999906513254162
"OTU_483"	15	50	0	62	77	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae"	0.997154266100465
"OTU_4830"	5	12	0	5	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.887837813835182
"OTU_4831"	0	0	0	8	1	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Actibacter;D_6__uncultured Bacteroidetes bacterium"	0.900484436993262
"OTU_4832"	0	1	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium"	0.926404166925128
"OTU_4833"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593"	0.999985403234933
"OTU_4834"	0	3	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__Luminiphilus"	0.892496140581121
"OTU_4835"	2	4	0	23	18	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured"	0.997774945974496
"OTU_4836"	4	16	0	21	53	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Halomonas"	0.98098280916662
"OTU_4838"	4	8	0	6	5	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999978311719345
"OTU_484"	69	249	2	129	118	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.985399675620063
"OTU_4840"	11	26	0	15	37	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales"	0.841262482895523
"OTU_4842"	2	5	0	5	6	"D_0__Bacteria"	0.999933929843042
"OTU_4844"	1	0	0	16	0	"D_0__Bacteria"	0.998620001938337
"OTU_4847"	6	5	0	1	6	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999963196883
"OTU_485"	0	2	0	0	0	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__Actinomarinaceae;D_5__Candidatus Actinomarina"	0.999646191693665
"OTU_4850"	3	2	0	12	0	"D_0__Bacteria"	0.99786134559181
"OTU_4852"	0	0	0	2	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__Winogradskyella sp. PC-8"	0.998425845618633
"OTU_4853"	12	43	0	16	41	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group"	0.999987040270273
"OTU_4854"	2	0	1	0	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured Cryptomonadaceae;D_5__uncultured Cryptomonadaceae;D_6__uncultured Cryptomonadaceae"	0.989954006217916
"OTU_4856"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.909415035300357
"OTU_4860"	3	3	0	4	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.958144686295754
"OTU_4864"	0	1	0	0	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group;D_6__uncultured bacterium HF0010_31F02"	0.998697513112286
"OTU_4867"	12	13	0	14	8	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae"	0.999270121351941
"OTU_4868"	0	0	0	2	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__37-13;D_5__uncultured Bacteroidetes bacterium;D_6__uncultured Bacteroidetes bacterium"	0.987047302248146
"OTU_4871"	0	1	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__unidentified eukaryote clone OM20;D_5__unidentified eukaryote clone OM20;D_6__unidentified eukaryote clone OM20"	0.965429767060143
"OTU_4874"	4	7	0	8	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998201603573565
"OTU_4875"	4	23	0	4	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.929865151019095
"OTU_4876"	4	33	0	18	24	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.984952075525255
"OTU_4877"	1	11	0	6	6	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira;D_6__uncultured bacterium"	0.999941777942196
"OTU_488"	29	93	0	12	8	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999974141643
"OTU_4880"	0	2	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999057575153216
"OTU_489"	9	22	0	33	60	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae"	0.997032278350673
"OTU_4890"	9	28	0	0	6	"D_0__Bacteria;D_1__Proteobacteria"	0.807200653142918
"OTU_4894"	1	4	0	2	4	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured"	0.999197424462745
"OTU_4899"	5	4	0	2	10	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__Lentimonas;D_6__uncultured Puniceicoccaceae bacterium"	0.872023602442412
"OTU_49"	377	1848	10	791	901	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.976512790942401
"OTU_490"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.967416986428215
"OTU_4900"	3	18	1	0	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__Candidatus Puniceispirillum"	0.870348178529087
"OTU_4901"	5	25	0	6	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.865878238823639
"OTU_4905"	5	7	0	3	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales"	0.98206072149535
"OTU_4908"	4	12	0	13	12	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.95397179730706
"OTU_491"	0	3	0	1	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.957115615312675
"OTU_4910"	5	7	0	33	19	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.9987381797823
"OTU_4911"	7	9	0	23	16	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.988601866649585
"OTU_4912"	0	3	0	0	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group"	0.999985231407531
"OTU_4913"	4	24	0	9	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999085426530384
"OTU_4914"	4	21	0	1	8	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.906970804810618
"OTU_4915"	9	30	0	11	11	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.991969648772893
"OTU_4916"	9	10	0	4	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured"	0.99972216279011
"OTU_4918"	1	0	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999465034897939
"OTU_4920"	1	4	0	2	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.836071606114911
"OTU_4922"	1	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.956589486264069
"OTU_4924"	4	15	0	11	16	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured;D_6__uncultured bacterium"	0.810006639494013
"OTU_4926"	5	7	0	9	4	"D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micrococcales;D_4__Microbacteriaceae;D_5__Agrococcus"	0.9905302960885
"OTU_4929"	3	7	0	35	33	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Zeaxanthinibacter;D_6__uncultured bacterium"	0.969430963137115
"OTU_4932"	0	3	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999985738273244
"OTU_4933"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__Luminiphilus"	0.845802357003759
"OTU_4937"	2	8	0	8	6	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999992012477615
"OTU_4941"	2	19	0	3	5	"D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria"	0.971336155332652
"OTU_4946"	8	18	0	18	17	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999184374393307
"OTU_4947"	6	8	0	12	7	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group;D_6__uncultured Verrucomicrobiales bacterium HF0070_30L02"	0.999769626423718
"OTU_4948"	17	22	0	33	51	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.891866642237866
"OTU_4949"	0	1	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.94631202421339
"OTU_495"	1	8	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999979128077
"OTU_4951"	24	31	0	27	29	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria"	0.993288986562735
"OTU_4952"	4	9	0	16	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton"	0.816281450428193
"OTU_4954"	0	2	0	2	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.994277791406107
"OTU_4955"	1	10	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__uncultured;D_6__uncultured marine microorganism"	0.997557533886777
"OTU_4959"	7	13	0	1	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902"	0.833150467204081
"OTU_496"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.929052322423593
"OTU_4960"	11	4	0	24	5	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.9388628272608
"OTU_4961"	9	13	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.997348079591025
"OTU_4966"	3	6	0	8	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999755324497189
"OTU_4968"	13	30	0	29	28	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__Filomicrobium;D_6__uncultured marine bacterium"	0.924838307993444
"OTU_4971"	0	0	0	1	0	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Rubritalea;D_6__uncultured bacterium"	0.989016014134448
"OTU_4972"	1	7	0	2	14	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group"	0.999994731627589
"OTU_4973"	0	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.998971580768074
"OTU_4977"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.969275033249351
"OTU_4978"	1	3	0	1	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.881957734498286
"OTU_4979"	0	0	0	0	1	"D_0__Bacteria"	0.999999999991186
"OTU_498"	1	3	0	5	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999820492221907
"OTU_4980"	8	24	0	19	23	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured;D_6__uncultured bacterium"	0.805433806372607
"OTU_4982"	13	15	0	34	8	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999353150281
"OTU_4986"	0	0	0	2	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999998643192396
"OTU_4987"	2	13	0	24	6	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999178888049
"OTU_4988"	0	2	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.998179124237532
"OTU_499"	24	73	0	72	75	"D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade"	0.999997308366745
"OTU_4990"	1	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999307741062469
"OTU_4994"	5	5	0	24	8	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999997029066391
"OTU_4995"	0	1	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__uncultured diatom;D_5__uncultured diatom;D_6__uncultured diatom"	0.815804368284555
"OTU_4996"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__unidentified marine bacterioplankton;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton"	0.972222926922415
"OTU_4997"	0	2	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593"	0.999403335731294
"OTU_5"	1724	3552	4	2747	3832	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313"	0.840863629885852
"OTU_50"	479	1513	2	138	85	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999987667247537
"OTU_5003"	0	0	0	2	2	"D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade"	0.999999571535595
"OTU_5006"	0	6	0	3	14	"D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__Urania-1B-19 marine sediment group;D_6__uncultured bacterium"	0.993882010745636
"OTU_5007"	1	3	0	10	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria"	0.991435853506827
"OTU_5009"	7	16	0	16	16	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio"	0.999684099414139
"OTU_501"	0	3	0	3	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__uncultured gamma proteobacterium HF0070_25G02;D_5__uncultured gamma proteobacterium HF0070_25G02;D_6__uncultured gamma proteobacterium HF0070_25G02"	0.999951525988542
"OTU_5010"	1	4	0	12	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured bacterium HF0070_34A12;D_6__uncultured bacterium HF0070_34A12"	0.97206721183052
"OTU_5011"	0	2	0	0	0	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999955905156166
"OTU_5012"	12	31	0	21	10	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade IV"	0.99999604994258
"OTU_5013"	1	11	0	17	8	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group"	0.998814012040346
"OTU_5014"	1	13	0	10	13	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Robiginitalea"	0.995460013360835
"OTU_5015"	2	6	0	5	18	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999989866657722
"OTU_5017"	0	0	0	0	1	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.99994423303396
"OTU_5018"	17	19	0	18	16	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group"	0.995923136726661
"OTU_5019"	4	29	0	9	18	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.97823021928268
"OTU_5021"	2	31	0	3	7	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.997187679229126
"OTU_5022"	5	18	0	8	9	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus;D_6__uncultured Verrucomicrobiae bacterium"	0.846356471775616
"OTU_5023"	1	7	0	32	35	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999540616225
"OTU_5027"	5	4	0	16	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.970082760289597
"OTU_5028"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter"	0.800898244339818
"OTU_5029"	0	0	0	1	2	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999954846150233
